22:20:10.497 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
22:20:22.657 |V| ThreadManagementUnit(S)       | JetPool Manager:8  | All threads are busy. Adding new thread to the pool
22:20:22.668 |V| ThreadManagementUnit(S)       | JetPool Manager:8  | Short Tasks: starting executor JetPool(S) #7
22:20:22.670 |V| SettingsLogging               | JetPool(S) #2:15   | SettingsChangeDispatch: now dispatching 1 unique requests.
22:20:22.672 |V| JetScheduler                  | JetPool(S) #7:41   | Thread 'JetPool(S) #7' started execution in unit 'Short Tasks'. #allExecutors=7, #freeExecutors=2
22:20:22.710 |V| RiderApplicationRuntime       | .NET ThreadPool Worker:38 | Runtime calculation start
22:20:22.710 |V| BuildToolUtils                | .NET ThreadPool Worker:38 | Mono path in settings not found try to fallback to first detected Mono runtime
22:20:22.712 |V| EnvMonoPathProvider           | .NET ThreadPool Worker:38 | Mono in path not found
22:20:22.712 |V| BuildToolUtils                | .NET ThreadPool Worker:38 | Load Mono runtime:  from settings
22:20:22.712 |V| BuildToolUtils                | .NET ThreadPool Worker:38 | .NET CLI path in settings not found try to fallback to first detected .NET CLI runtime
22:20:22.713 |V| DotNetCoreRuntimesDetector    | .NET ThreadPool Worker:38 | .NET CLI in path not found
22:20:22.713 |V| RiderApplicationRuntime       | .NET ThreadPool Worker:38 | Runtime calculation finished
22:20:22.716 |V| RiderApplicationRuntime       | .NET ThreadPool Worker:38 | <Measured> "RiderApplicationRuntime.UpdateFromSettings"  time=6ms
22:20:22.719 |V| RiderSolutionToolset          | JetPool(S) #2:15   | Received settings change
22:20:22.719 |V| SettingsLogging               | JetPool(S) #2:15   | SettingsChangeDispatch: done dispatching 1 unique requests in 49 ms.
22:20:22.720 |V| SettingsLogging               | JetPool(S) #2:15   | SettingsChangeDispatch: now dispatching 0 unique requests.
22:20:22.720 |V| SettingsLogging               | JetPool(S) #2:15   | SettingsChangeDispatch: done dispatching 0 unique requests in 0 ms.
22:20:22.732 |V| RiderSolutionToolset          | .NET ThreadPool Worker:38 | Build and runtime calculation start
22:20:22.732 |V| BuildToolUtils                | .NET ThreadPool Worker:38 | Mono path in settings not found try to fallback to first detected Mono runtime
22:20:22.732 |V| EnvMonoPathProvider           | .NET ThreadPool Worker:38 | Mono in path not found
22:20:22.732 |V| BuildToolUtils                | .NET ThreadPool Worker:38 | Load Mono runtime:  from settings
22:20:22.732 |V| BuildToolUtils                | .NET ThreadPool Worker:38 | .NET CLI path in settings not found try to fallback to first detected .NET CLI runtime
22:20:22.732 |V| DotNetCoreRuntimesDetector    | .NET ThreadPool Worker:38 | .NET CLI in path not found
22:20:22.733 |V| BuildToolContainer            | .NET ThreadPool Worker:38 | GetBuildToolBySettings versionKey=4294967293, customBuildToolPath=<EMPTY>, env=Projects: 30, MonoRootPath: , ActiveDotNetCoreCli: Cli: .NET CLI[	
SdksFolder: /var/run/host/usr/share/dotnet/sdk,
	ExePath: /var/run/host/usr/share/dotnet/dotnet
	InstalationFolder: /var/run/host/usr/share/dotnet
	Sdks: [7.0.302]]
	Runtimes: [Microsoft.AspNetCore.App(7.0.5), Microsoft.NETCore.App(7.0.5)],
Sdk: 7.0.302
22:20:22.733 |V| BuildToolContainer            | .NET ThreadPool Worker:38 | Use auto-detected toolset
22:20:22.733 |V| BuildToolContainer            | .NET ThreadPool Worker:38 | Autodetect: run auto detector
22:20:22.734 |V| BuildToolContainer            | .NET ThreadPool Worker:38 | Start build tool discovering in environment: Projects: 30, MonoRootPath: , ActiveDotNetCoreCli: Cli: .NET CLI[	
SdksFolder: /var/run/host/usr/share/dotnet/sdk,
	ExePath: /var/run/host/usr/share/dotnet/dotnet
	InstalationFolder: /var/run/host/usr/share/dotnet
	Sdks: [7.0.302]]
	Runtimes: [Microsoft.AspNetCore.App(7.0.5), Microsoft.NETCore.App(7.0.5)],
Sdk: 7.0.302
22:20:22.734 |V| RegistryMsBuildToolProvider   | .NET ThreadPool Worker:38 | Skip build tool discover from registry because it is non Windows OS.
22:20:22.734 |V| VisualStudio15MsBuildToolProvider| .NET ThreadPool Worker:38 | Skip discovering MSBuild installed in VS15, context is not windows os
22:20:22.734 |V| DotNetCoreMsBuildProvider     | .NET ThreadPool Worker:38 | Found MSBuild in SDK: /var/run/host/usr/share/dotnet/sdk/7.0.302/MSBuild.dll
22:20:22.734 |V| MonoMsBuildToolProvider       | .NET ThreadPool Worker:38 | Skip build tool discover Mono runtime not found.
22:20:22.734 |V| BuildToolContainer            | .NET ThreadPool Worker:38 | Discover found 1 build tools
22:20:22.734 |V| BuildToolContainer            | .NET ThreadPool Worker:38 | Discovered build tool:
Type: JetBrains.ProjectModel.MSBuild.BuildTools.DotNetCoreMsBuild
Version: 17.0
Directory: /var/run/host/usr/share/dotnet/sdk/7.0.302
ExePath: /var/run/host/usr/share/dotnet/sdk/7.0.302/MSBuild.dll[/run/host/usr/share/dotnet/sdk/7.0.302/MSBuild.dll]
EnvironmentVariables:
	MSBuildExtensionsPath=/var/run/host/usr/share/dotnet/sdk/7.0.302
	DOTNET_HOST_PATH=/var/run/host/usr/share/dotnet/dotnet
	MSBuildSDKsPath=/var/run/host/usr/share/dotnet/sdk/7.0.302/Sdks

22:20:22.735 |V| BuildToolUtils                | .NET ThreadPool Worker:38 | .NET CLI path in settings not found try to fallback to first detected .NET CLI runtime
22:20:22.735 |V| BuildToolUtils                | .NET ThreadPool Worker:38 | .NET CLI path in settings not found try to fallback to first detected .NET CLI runtime
22:20:22.735 |V| DotNetCoreRuntimesDetector    | .NET ThreadPool Worker:38 | .NET Core CLI creation from installation folder: /usr/share/dotnet fail with error: ".NET CLI installation folder is not found"
22:20:22.735 |V| RiderSolutionToolset          | .NET ThreadPool Worker:38 | Build and runtime calculation finished
22:20:22.746 |V| RiderSolutionToolset          | .NET ThreadPool Worker:38 | <Measured> "RiderSolutionToolset.UpdateFromSettings"  time=14ms
22:20:22.823 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.Shell" time=11113ms. Total: 11402.4178ms
22:20:22.823 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[Shell]"  value=11113ms
22:20:22.825 |I| RiderSolutionLoadProgress     | :1                 | Execute task [SolutionContainer] 'Create Solution Container Task'
22:20:22.854 |V| SettingsLogging               | JetPool(S) #3:26   | SettingsChangeDispatch: now dispatching 1 unique requests.
22:20:22.854 |V| SettingsLogging               | JetPool(S) #3:26   | SettingsChangeDispatch: done dispatching 1 unique requests in 0 ms.
22:20:22.854 |V| SettingsLogging               | JetPool(S) #3:26   | SettingsChangeDispatch: now dispatching 0 unique requests.
22:20:22.854 |V| SettingsLogging               | JetPool(S) #3:26   | SettingsChangeDispatch: done dispatching 0 unique requests in 0 ms.
22:20:23.228 |V| ProjectModelCaches            | JetPool(S) #1:14   | There are 30 top-level projects in cache and 32 (including Misc and Solution project) top-level projects were loaded.
22:20:23.235 |V| ProjectModelCaches            | JetPool(S) #1:14   | Cache contains 10245 items, 30 project properties and 3026 project file properties. Loaded 10244 of them.
22:20:23.293 |I| RiderFlowSolutionManager      | JetPool(S) #1:14   | Solution 'robotic_arm' was loaded from caches
22:20:23.941 |V| LevelDbMapStats               | :1                 | Sid 844036340: 'SourceGeneratedFilesDiskCacheFileContentCache'
22:20:23.962 |V| LevelDbMapStats               | :1                 | Sid 1985442484: 'SourceGeneratedFilesCache'
22:20:23.978 |E|                               | :1                 | The component JetBrains.Roslyn.Host.RoslynWorkerHost constructor requires JetBrains.Roslyn.Host.IRoslynProcessLogger, which we do not have.

--- EXCEPTION #1/2 [InvalidOperationException]
Message = “The component JetBrains.Roslyn.Host.RoslynWorkerHost constructor requires JetBrains.Roslyn.Host.IRoslynProcessLogger, which we do not have.”
ExceptionPath = Root.InnerException
ClassName = System.InvalidOperationException
HResult = COR_E_INVALIDOPERATION=80131509

--- Outer ---

--- EXCEPTION #2/2 [LoggerException]
Message = “The component JetBrains.Roslyn.Host.RoslynWorkerHost constructor requires JetBrains.Roslyn.Host.IRoslynProcessLogger, which we do not have.”
ExceptionPath = Root
ClassName = JetBrains.Util.LoggerException
InnerException = “Exception #1 at Root.InnerException”
HResult = COR_E_APPLICATION=80131600
StackTraceString = “
  at JetBrains.Application.Components.SignatureResolution.BindToMethod(MethodBase[] candidates, IValueResolveContext context, Object origin)
     at JetBrains.Application.Components.SignatureResolution.BindToConstructor(Type type, IValueResolveContext context)
     at JetBrains.Application.Extensibility.PartCatalogTypeComponentDescriptor.DoGetDependenciesNoCache()
     at JetBrains.Application.Components.SingletonDescriptor`1.TryGetCachedDependencies(Boolean allowGetValueIfNotAlive)
     at JetBrains.Application.Components.SingletonDescriptor`1.DoGetDependencies()
     at JetBrains.Application.Components.AsyncDescriptorBase.GetDependencies()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetDependencyValues()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetOrCreateValue()
     at JetBrains.Application.Components.AsyncDescriptorBase.InitializingDependenciesComponentState.TryGetSyncUnsafe()
     at JetBrains.Application.Components.AsyncDescriptorBase.InitializingDependenciesComponentState.TryGetSyncImpl()
     at JetBrains.Application.Components.AsyncDescriptorBase.StateWithPriorityCache`1.TryGetSync()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetDependencyValues()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetOrCreateValue()
     at JetBrains.Application.Components.AsyncDescriptorBase.InitializingDependenciesComponentState.TryGetSyncUnsafe()
     at JetBrains.Application.Components.AsyncDescriptorBase.InitializingDependenciesComponentState.TryGetSyncImpl()
     at JetBrains.Application.Components.AsyncDescriptorBase.StateWithPriorityCache`1.TryGetSync()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetDependencyValues()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetOrCreateValue()
     at JetBrains.Application.Components.AsyncDescriptorBase.InitializingDependenciesComponentState.TryGetSyncUnsafe()
     at JetBrains.Application.Components.AsyncDescriptorBase.InitializingDependenciesComponentState.TryGetSyncImpl()
     at JetBrains.Application.Components.AsyncDescriptorBase.StateWithPriorityCache`1.TryGetSync()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetDependencyValues()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetOrCreateValue()
     at JetBrains.Application.Components.AsyncDescriptorBase.InitializingDependenciesComponentState.TryGetSyncUnsafe()
     at JetBrains.Application.Components.AsyncDescriptorBase.InitializingDependenciesComponentState.TryGetSyncImpl()
     at JetBrains.Application.Components.AsyncDescriptorBase.StateWithPriorityCache`1.TryGetSync()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetDependencyValues()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetOrCreateValue()
     at JetBrains.Application.Components.AsyncDescriptorBase.InitializingDependenciesComponentState.TryGetSyncUnsafe()
     at JetBrains.Application.Components.AsyncDescriptorBase.InitializingDependenciesComponentState.TryGetSyncImpl()
     at JetBrains.Application.Components.AsyncDescriptorBase.StateWithPriorityCache`1.TryGetSync()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetDependencyValues()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetOrCreateValue()
     at JetBrains.Application.Components.AsyncDescriptorBase.InitializingDependenciesComponentState.TryGetSyncUnsafe()
     at JetBrains.Application.Components.AsyncDescriptorBase.InitializingDependenciesComponentState.TryGetSyncImpl()
     at JetBrains.Application.Components.AsyncDescriptorBase.StateWithPriorityCache`1.TryGetSync()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetDependencyValues()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetOrCreateValue()
     at JetBrains.Application.Components.AsyncDescriptorBase.InitializingDependenciesComponentState.TryGetSyncUnsafe()
     at JetBrains.Application.Components.AsyncDescriptorBase.InitializingDependenciesComponentState.TryGetSyncImpl()
     at JetBrains.Application.Components.AsyncDescriptorBase.StateWithPriorityCache`1.TryGetSync()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetDependencyValues()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetOrCreateValue()
     at JetBrains.Application.Components.AsyncDescriptorBase.GetValue()
     at JetBrains.Application.Components.InitializationStrategyBase.InitDescriptorSync(IComponentContainer container, IComponentDescriptor descriptor)
     at JetBrains.Application.Components.LifecycleInitializationStrategy.Schedule(Lifetime lifetime, ICollection`1 descriptors, IComponentContainer container)
     at JetBrains.Application.Components.ComponentStorage.Compose()
     at JetBrains.Application.Components.ComponentContainer.Compose()
     at JetBrains.ProjectModel.SolutionInstance.OpenSolution(ISolutionOwner solutionOwner, ISolutionLoadTasksScheduler taskScheduler)
     at JetBrains.ProjectModel.SolutionManagerBase.<>c__DisplayClass37_0.<CreateSolutionInstance>b__0()
     at JetBrains.ProjectModel.Tasks.SolutionLoadTasksSchedulerBase.<>c__DisplayClass21_0.<ExecuteTask>b__1()
     at JetBrains.Util.ILoggerEx.Catch(ILogger thіs, Action F, ExceptionOrigin origin, LoggingLevel loggingLevel)
     at JetBrains.Util.ILoggerEx.Catch(ILogger thіs, Action F, ExceptionOrigin origin)
     at JetBrains.ProjectModel.Tasks.SolutionLoadTasksSchedulerBase.ExecuteTask(SolutionLoadTask task)
     at JetBrains.ProjectModel.Tasks.SolutionLoadTasksSchedulerAsync.<Schedule>b__6_0()
     at JetBrains.Application.Threading.IShellLocksEx.ExecuteWithReadLock(IShellLocks thіs, Action F)
     at JetBrains.Application.Threading.IShellLocksEx.<>c__DisplayClass12_0.<QueueReadLock>b__0()
     at JetBrains.Threading.ReentrancyGuardEx.<>c__DisplayClass0_1.<Queue>b__3()
     at JetBrains.Util.Concurrency.ExecutionContextEx.<>c__DisplayClass0_0.<Run>b__0(Object _)
     at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state)
     at JetBrains.Util.Concurrency.ExecutionContextEx.Run(ExecutionContext context, ContextCallback callback, Object state)
     at JetBrains.Threading.ReentrancyGuard.QueuedAction.<>c__DisplayClass2_0.<.ctor>b__0()
     at JetBrains.Threading.ReentrancyGuard.Execute(String name, Action action)
     at JetBrains.Threading.ReentrancyGuard.ExecutePendingActions()
     at JetBrains.Util.Concurrency.ExecutionContextEx.<>c__DisplayClass0_0.<Run>b__0(Object _)
     at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state)
     at JetBrains.Util.Concurrency.ExecutionContextEx.Run(ExecutionContext context, ContextCallback callback, Object state)
     at JetBrains.Threading.JetDispatcher.Closure.Execute()
     at JetBrains.Threading.JetDispatcher.Run()
     at JetBrains.RiderFlow.Product.RiderFlowMain.Main(Lifetime lifetime, ILogger logger, ProtocolComponent protocol, RdShellModel shellModel, ApplicationShutdownRequests shutdownRequests)
     at System.RuntimeMethodHandle.InvokeMethod(Object target, Void** arguments, Signature sig, Boolean isConstructor)
     at System.Reflection.MethodInvoker.Invoke(Object obj, IntPtr* args, BindingFlags invokeAttr)
     at System.Reflection.RuntimeMethodInfo.InvokeWithManyArguments(RuntimeMethodInfo mi, Int32 argCount, Object obj, BindingFlags invokeAttr, Binder binder, Object[] parameters, CultureInfo culture)
     at System.Reflection.RuntimeMethodInfo.Invoke(Object obj, BindingFlags invokeAttr, Binder binder, Object[] parameters, CultureInfo culture)
     at JetBrains.Application.Environment.RunsPublicStaticIntMain.<>c__DisplayClass0_0.<.ctor>b__0()
     at JetBrains.Application.Environment.RunsPublicStaticIntMain.<>c__DisplayClass0_2.<.ctor>b__5()
     at JetBrains.Util.Logging.Logger.Catch(Action action)
     at JetBrains.Application.Threading.IThreadingEx.<>c__DisplayClass18_1.<ExecuteOrQueueWhenNotGuarded>b__4()
     at JetBrains.Util.Concurrency.ExecutionContextEx.<>c__DisplayClass1_0.<Run>b__0(Object _)
     at JetBrains.Util.Concurrency.ExecutionContextEx.<>c__DisplayClass0_0.<Run>b__0(Object _)
     at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state)
     at JetBrains.Util.Concurrency.ExecutionContextEx.Run(ExecutionContext context, ContextCallback callback, Object state)
     at JetBrains.Util.Concurrency.ExecutionContextEx.Run(ExecutionContext context, Action action)
     at JetBrains.Threading.JetDispatcher.Closure.<>c__DisplayClass10_1.<.ctor>b__0()
     at JetBrains.Threading.JetDispatcher.Closure.Execute()
     at JetBrains.Threading.JetDispatcher.Run(Func`1 condition, TimeSpan timeout, Boolean bThrowOnTimeout)
     at JetBrains.Application.Environment.IJetHostEx.RunHostMessageLoop(IComponentContainer containerEnv)
     at JetBrains.Application.Environment.HostParameters.MessagePumpMainLoopHostMixin.JetBrains.Application.Environment.HostParameters.IRunMainLoopHostMixin.RunMainLoop(ComponentContainer containerEnv)
